"Group.1","Group.2","Group.3","V1","V2"
2014,"26D9","Cod",0.2672,639.33
2015,"26D9","Cod",0.3145,480.66
2016,"26D9","Cod",0.3197,733.4
2013,"26E0","Cod",0.0639,129.92
2014,"26E0","Cod",0.4651,1100.45
2015,"26E0","Cod",0.0166,56.85
2016,"26E0","Cod",0.0467,138.37
2012,"26E1","Cod",0.2818,697.75
2013,"26E1","Cod",0.4251,1199.57
2014,"26E1","Cod",0.1023,112.36
2015,"26E1","Cod",0.0936,186.52
2016,"26E1","Cod",0.0074,14.42
2012,"26E2","Cod",4.0061,12708.61
2013,"26E2","Cod",2.8118,8387.56
2014,"26E2","Cod",2.523,6159.38
2015,"26E2","Cod",2.5732,5270.01
2016,"26E2","Cod",1.6068,3787.71
2012,"26E3","Cod",12.2206,32273.9
2013,"26E3","Cod",10.262,29634.49
2014,"26E3","Cod",5.104,12689.01
2015,"26E3","Cod",6.9334,13600.11
2016,"26E3","Cod",4.1072,12011.7
2012,"26E4","Cod",0.2301,402.47
2013,"26E4","Cod",2.2116,7895.29
2014,"26E4","Cod",2.885,8085.29
2015,"26E4","Cod",1.2037,1636.42
2016,"26E4","Cod",0.2981,882.71
2012,"26E5","Cod",0.0327,109.2
2015,"26E5","Cod",0.0052,12.79
2016,"26E5","Cod",6e-04,1.5
2015,"26E6","Cod",0.0022,3.55
2012,"27D8","Cod",0.0374,81.42
2014,"27D8","Cod",0.1064,192.13
2015,"27D8","Cod",0.1766,374.16
2012,"27D9","Cod",0.2153,471.32
2013,"27D9","Cod",1.2413,1738.08
2014,"27D9","Cod",1.0723,1680.8
2015,"27D9","Cod",0.9716,1738.95
2016,"27D9","Cod",1.263,2417.6
2012,"27E0","Cod",1.5677,3710.15
2013,"27E0","Cod",0.9752,3496.28
2014,"27E0","Cod",4.5109,1969.49
2015,"27E0","Cod",1.109,1051.6
2016,"27E0","Cod",1.1512,2342.66
2012,"27E1","Cod",1.7493,4313.42
2013,"27E1","Cod",9.6979,31023.08
2014,"27E1","Cod",6.2598,7695.09
2015,"27E1","Cod",1.8397,2681.68
2016,"27E1","Cod",1.1715,2407.13
2012,"27E2","Cod",11.2744,28721.88
2013,"27E2","Cod",6.502,18296.38
2014,"27E2","Cod",3.4974,7891.16
2015,"27E2","Cod",3.6124,8214.12
2016,"27E2","Cod",1.1647,2870.24
2012,"27E3","Cod",39.759,98568.99
2013,"27E3","Cod",26.9028,77884.24
2014,"27E3","Cod",16.3723,48663.37
2015,"27E3","Cod",18.0609,44121.67
2016,"27E3","Cod",13.8013,38316.92
2012,"27E4","Cod",14.6992,35873.74
2013,"27E4","Cod",12.1699,36230.83
2014,"27E4","Cod",10.7933,29705.21
2015,"27E4","Cod",9.2972,21351.77
2016,"27E4","Cod",6.6556,16035.56
2012,"27E5","Cod",2.7247,6540.76
2013,"27E5","Cod",0.2407,792.55
2014,"27E5","Cod",0.6205,1388.77
2015,"27E5","Cod",0.9054,1022.31
2016,"27E5","Cod",0.3566,1097.88
2012,"27E6","Cod",1.1786,2648.57
2013,"27E6","Cod",0.1368,416.05
2014,"27E6","Cod",0.145,401.17
2015,"27E6","Cod",0.0038,7.14
2016,"27E6","Cod",0.0469,128.21
2012,"27E7","Cod",0.1783,369.05
2013,"27E7","Cod",0.7577,1372.83
2014,"27E7","Cod",0.4019,880.3
2015,"27E7","Cod",0.1948,527.34
2016,"27E7","Cod",0.0498,127.19
2012,"28D8","Cod",0.0702,175.84
2014,"28D8","Cod",0.0642,100.73
2015,"28D8","Cod",0.2293,511.54
2016,"28D8","Cod",0.1551,393.99
2012,"28D9","Cod",1.2152,2714.3
2013,"28D9","Cod",2.6242,4963.14
2014,"28D9","Cod",2.8003,7824.9
2015,"28D9","Cod",0.8055,1556.92
2016,"28D9","Cod",1.0195,2022.12
2012,"28E0","Cod",13.9927,35266.9
2013,"28E0","Cod",10.3621,20856.48
2014,"28E0","Cod",13.8846,18485.86
2015,"28E0","Cod",5.8159,8003.49
2016,"28E0","Cod",7.0488,14080.96
2012,"28E1","Cod",7.483,15670.94
2013,"28E1","Cod",17.553,56537.03
2014,"28E1","Cod",15.0359,17051.2
2015,"28E1","Cod",6.3278,9840.04
2016,"28E1","Cod",9.9635,23538.75
2012,"28E2","Cod",5.7968,13370.41
2013,"28E2","Cod",9.7461,27917.53
2014,"28E2","Cod",3.0193,5247.04
2015,"28E2","Cod",4.3839,7991.46
2016,"28E2","Cod",10.5681,19618.26
2012,"28E3","Cod",15.4122,36016.0557353
2013,"28E3","Cod",9.594,27764.17
2014,"28E3","Cod",5.6101,14797.58
2015,"28E3","Cod",12.5654,26489.11
2016,"28E3","Cod",11.9983,31649.12
2012,"28E4","Cod",42.0893,88855.837378
2013,"28E4","Cod",29.8891,72411.09
2014,"28E4","Cod",27.9855,68995.25
2015,"28E4","Cod",31.8881,68022.17
2016,"28E4","Cod",20.9135,52733.19
2012,"28E5","Cod",19.571,43552.41
2013,"28E5","Cod",11.2032,29799.64
2014,"28E5","Cod",9.4516,24987.57
2015,"28E5","Cod",7.5273,17460.42
2016,"28E5","Cod",3.7901,10361.27
2012,"28E6","Cod",18.6845,40019.24
2013,"28E6","Cod",10.5419,25942.88
2014,"28E6","Cod",5.6918,14335.66
2015,"28E6","Cod",10.0481,21139.68
2016,"28E6","Cod",3.2059,8186.24
2012,"28E7","Cod",1.8115,4414.69
2013,"28E7","Cod",2.5597,6844.48
2014,"28E7","Cod",0.6692,1616.23
2015,"28E7","Cod",0.7185,1584.49
2016,"28E7","Cod",0.4177,1189.61
2012,"28E8","Cod",0.2445,595.87
2013,"28E8","Cod",0.0096,23.93
2015,"28E8","Cod",0.0043,16.64
2012,"28E9","Cod",0.0099,24.64
2013,"28E9","Cod",0.2798,836.42
2014,"28E9","Cod",0.3249,609.71
2015,"28E9","Cod",1.0693,2710.47
2016,"28E9","Cod",1.0416,2691.97
2012,"28F0","Cod",0.5552,1330.34
2014,"28F0","Cod",0.4041,1137.06
2015,"28F0","Cod",0.2574,539.11
2016,"28F0","Cod",0.6213,2059.9
2014,"29D8","Cod",0.2214,388.59
2015,"29D8","Cod",0.0615,139.92
2016,"29D8","Cod",0.0151,29.31
2012,"29D9","Cod",0.7278,1580.98
2013,"29D9","Cod",4.6883,8824.49
2014,"29D9","Cod",4.5148,12138.95
2015,"29D9","Cod",3.6856,5702.69
2016,"29D9","Cod",1.6727,4028.34
2012,"29E0","Cod",13.9274,27310.89
2013,"29E0","Cod",12.679,22003.68
2014,"29E0","Cod",20.5243,49988.08
2015,"29E0","Cod",5.9992,9021.08
2016,"29E0","Cod",14.6361,32984.31
2012,"29E1","Cod",19.3783,39164.53
2013,"29E1","Cod",14.4246,35599.2
2014,"29E1","Cod",20.1687,40009.49
2015,"29E1","Cod",16.2188,40653.14
2016,"29E1","Cod",25.8029,69467.93
2012,"29E2","Cod",12.8944,27669.52
2013,"29E2","Cod",8.5923,23061.19
2014,"29E2","Cod",5.8832,17023.64
2015,"29E2","Cod",11.6743,30294.48
2016,"29E2","Cod",15.4134,43536.18
2012,"29E3","Cod",27.5187,52603.87
2013,"29E3","Cod",22.1205,48930.42
2014,"29E3","Cod",7.5322,17888.68
2015,"29E3","Cod",7.3047,17862.87
2016,"29E3","Cod",14.8914,33546.63
2012,"29E4","Cod",67.0681,128315.215735
2013,"29E4","Cod",29.4574,69707.81
2014,"29E4","Cod",34.2052,65890.83
2015,"29E4","Cod",36.3937,73611.4
2016,"29E4","Cod",28.4615,68480.67
2012,"29E5","Cod",130.4224,305010.46
2013,"29E5","Cod",88.1066,240429.12
2014,"29E5","Cod",90.5631,194810.03
2015,"29E5","Cod",71.0729,175103.89
2016,"29E5","Cod",48.0848,136970.88
2012,"29E6","Cod",40.9234,100588.94
2013,"29E6","Cod",28.9362,83294.01
2014,"29E6","Cod",32.2014,69876.89
2015,"29E6","Cod",37.8164,93947.48
2016,"29E6","Cod",20.2112,58965.01
2012,"29E7","Cod",4.7232,11754.08
2013,"29E7","Cod",3.5617,9294.6
2014,"29E7","Cod",4.2471,9383.3
2015,"29E7","Cod",3.214,7722.23
2016,"29E7","Cod",2.623,7301.87
2012,"29E8","Cod",0.0148,41.13
2013,"29E8","Cod",0.2688,761.02
2014,"29E8","Cod",0.0383,54.34
2015,"29E8","Cod",0.0211,28.44
2016,"29E8","Cod",0.0272,80.49
2012,"29E9","Cod",0.7171,1808.07
2013,"29E9","Cod",1.1106,3010.75
2014,"29E9","Cod",1.7805,3399.17
2015,"29E9","Cod",2.5474,6240.21
2016,"29E9","Cod",1.7556,5774.8
2012,"29F0","Cod",6.2093,14629.18
2013,"29F0","Cod",4.5396,10347.87
2014,"29F0","Cod",11.2615,19530.7
2015,"29F0","Cod",9.1744,22042.27
2016,"29F0","Cod",5.3071,15870.34
2014,"29F1","Cod",0.0117,16.34
2015,"29F1","Cod",0.3385,961.38
2016,"29F1","Cod",0.1763,561.4
2012,"30D8","Cod",0.2209,433.94
2013,"30D8","Cod",0.3882,621.63
2014,"30D8","Cod",0.2833,461.45
2015,"30D8","Cod",1.2233,2224.71
2016,"30D8","Cod",0.4672,962.01
2012,"30D9","Cod",1.0826,2370.88
2013,"30D9","Cod",3.0698,8140.86
2014,"30D9","Cod",1.1995,2410.35
2015,"30D9","Cod",5.0558,8163.85
2016,"30D9","Cod",0.9453,1600.43
2012,"30E0","Cod",7.735,17213.24
2013,"30E0","Cod",4.5794,9011.64
2014,"30E0","Cod",6.2593,10530.85
2015,"30E0","Cod",4.7289,9313.97
2016,"30E0","Cod",5.858,13082.91
2012,"30E1","Cod",13.1443,28896.61
2013,"30E1","Cod",15.1084,38947.93
2014,"30E1","Cod",12.2937,27535.12
2015,"30E1","Cod",6.5547,15285.16
2016,"30E1","Cod",10.2599,23167.6
2012,"30E2","Cod",9.466,23599.83
2013,"30E2","Cod",23.6679,62330.66
2014,"30E2","Cod",7.4595,18811.51
2015,"30E2","Cod",6.3434,15293.36
2016,"30E2","Cod",3.159,7987.8
2012,"30E3","Cod",27.0717,54664.36
2013,"30E3","Cod",16.2766,52701.99
2014,"30E3","Cod",3.8322,10071.21
2015,"30E3","Cod",15.1032,34868.26
2016,"30E3","Cod",14.4531,40046.65
2012,"30E4","Cod",13.3964,28640.46
2013,"30E4","Cod",14.3911,35287.57
2014,"30E4","Cod",13.5185,22777.96
2015,"30E4","Cod",8.1229,17610.73
2016,"30E4","Cod",11.1555,28656.7
2012,"30E5","Cod",0.5079,871.86
2013,"30E5","Cod",0.1227,253.89
2014,"30E5","Cod",0.0876,208.84
2015,"30E5","Cod",1.6056,3307.27
2016,"30E5","Cod",0.4726,974.33
2012,"30E6","Cod",4.1923,11246.97
2013,"30E6","Cod",0.8823,3172.02
2014,"30E6","Cod",4.3843,12867.31
2015,"30E6","Cod",6.5276,18913.3
2016,"30E6","Cod",4.4449,14394.74
2012,"30E7","Cod",9.6567,22704.3
2013,"30E7","Cod",7.3024,25205.33
2014,"30E7","Cod",11.0605,28350.94
2015,"30E7","Cod",12.1618,32421.24
2016,"30E7","Cod",5.5096,17981.61
2012,"30E8","Cod",2.631,6086.85
2013,"30E8","Cod",4.3995,12055.46
2014,"30E8","Cod",7.7474,16030.92
2015,"30E8","Cod",12.3808,26603.24
2016,"30E8","Cod",4.9226,12175.52
2012,"30E9","Cod",29.5083,62703.94
2013,"30E9","Cod",31.4215,67953.21
2014,"30E9","Cod",45.4377,74909.96
2015,"30E9","Cod",43.3655,75156.52
2016,"30E9","Cod",31.2267,71473.13
2012,"30F0","Cod",50.4745,96023.6
2013,"30F0","Cod",51.0536,100793.01
2014,"30F0","Cod",76.8651,134406.02
2015,"30F0","Cod",86.6453,153448.57
2016,"30F0","Cod",50.952,118478.64
2012,"30F1","Cod",9.3939,15473.56
2013,"30F1","Cod",6.7065,11123.78
2014,"30F1","Cod",12.2837,15079.1
2015,"30F1","Cod",6.0503,9370.52
2016,"30F1","Cod",5.5553,14345.19
2012,"31D8","Cod",0.5324,1277.24
2013,"31D8","Cod",1.7613,3775.41
2014,"31D8","Cod",1.3075,2452.14
2015,"31D8","Cod",1.2089,2274.5
2016,"31D8","Cod",0.4609,1052.92
2012,"31D9","Cod",1.9234,4189.69
2013,"31D9","Cod",4.3767,9469.12
2014,"31D9","Cod",1.7865,3440.47
2015,"31D9","Cod",1.1272,2192.76
2016,"31D9","Cod",1.3599,3061.3
2012,"31E0","Cod",0.6664,1057.57
2013,"31E0","Cod",0.7389,1644.96
2014,"31E0","Cod",1.0191,1878.19
2015,"31E0","Cod",2.4161,4185.83
2016,"31E0","Cod",1.0855,2511.28
2012,"31E1","Cod",7.1152,14227.36
2013,"31E1","Cod",2.6069,5100.43
2014,"31E1","Cod",1.2609,2114.32
2015,"31E1","Cod",1.3687,2844.22
2016,"31E1","Cod",2.3219,5393.68
2012,"31E2","Cod",14.0364,34096.07
2013,"31E2","Cod",10.857,29607.09
2014,"31E2","Cod",8.1982,19951.93
2015,"31E2","Cod",6.5048,14081.16
2016,"31E2","Cod",9.2601,17660.8
2012,"31E3","Cod",8.6983,17037.77
2013,"31E3","Cod",15.3732,25587.34
2014,"31E3","Cod",2.4918,5191.63
2015,"31E3","Cod",2.4809,5270.45
2016,"31E3","Cod",8.2688,14228.29
2012,"31E4","Cod",5.4014,10531.44
2013,"31E4","Cod",1.4511,2979.42
2014,"31E4","Cod",1.5187,3751.96
2015,"31E4","Cod",0.671,1449.62
2016,"31E4","Cod",0.1984,447.72
2012,"31E5","Cod",10.1826,22430.7
2013,"31E5","Cod",7.6847,14884.9
2014,"31E5","Cod",12.6709,17930.39
2015,"31E5","Cod",3.4193,7424.38
2016,"31E5","Cod",2.1392,5070.25
2012,"31E6","Cod",3.1879,6393.6
2013,"31E6","Cod",1.4594,3423.92
2014,"31E6","Cod",0.5846,1209.51
2015,"31E6","Cod",1.4251,2950.92
2016,"31E6","Cod",0.8478,2153.56
2012,"31F0","Cod",0.2548,548.78
2013,"31F0","Cod",0.2253,293.49
2014,"31F0","Cod",0.576,765.42
2015,"31F0","Cod",0.8085,1298.44
2016,"31F0","Cod",0.1743,433.55
2012,"31F1","Cod",125.8184,186803.61
2013,"31F1","Cod",94.1457,138251.67
2014,"31F1","Cod",91.6269,111282.11
2015,"31F1","Cod",155.0001,175392.17
2016,"31F1","Cod",72.1683,110691.29
2012,"31F2","Cod",0.7072,993.25
2013,"31F2","Cod",0.0702,180.6
2015,"31F2","Cod",0.9298,2332.26
2016,"31F2","Cod",0.2233,470.35
2012,"32D8","Cod",0.9509,2313.84
2013,"32D8","Cod",4.2283,8937.62
2014,"32D8","Cod",2.3085,4914.44
2015,"32D8","Cod",1.8841,3144.36
2016,"32D8","Cod",0.7981,1648.05
2012,"32D9","Cod",0.2468,428.67
2013,"32D9","Cod",0.6072,1101.94
2014,"32D9","Cod",0.231,549.45
2015,"32D9","Cod",0.3727,597.53
2016,"32D9","Cod",0.1261,227.68
2012,"32E2","Cod",5.5669,12045.71
2013,"32E2","Cod",2.3714,3945.73
2014,"32E2","Cod",0.6216,1328.36
2015,"32E2","Cod",0.6772,1421.01
2016,"32E2","Cod",0.4797,798.36
2012,"32E3","Cod",5.3099,11121.4
2013,"32E3","Cod",4.3714,7244.32
2014,"32E3","Cod",4.3506,10114.98
2015,"32E3","Cod",2.709,5164.63
2016,"32E3","Cod",0.7844,1236.39
2012,"32E4","Cod",4.4274,8541.33
2013,"32E4","Cod",3.7144,6520.07
2014,"32E4","Cod",3.1767,6536.93
2015,"32E4","Cod",1.581,2566.53
2016,"32E4","Cod",0.706,961.86
2012,"32E5","Cod",0.1676,390.28
2013,"32E5","Cod",0.1645,304.67
2014,"32E5","Cod",1.0545,2017.78
2015,"32E5","Cod",0.4946,960.02
2016,"32E5","Cod",0.2331,452.66
2012,"32E6","Cod",0.0299,61.88
2014,"32E6","Cod",0.1219,232.69
2015,"32E6","Cod",0.1083,139.57
2012,"32F0","Cod",1.5464,2186.32
2013,"32F0","Cod",0.2514,469.3
2014,"32F0","Cod",0.3873,602.69
2015,"32F0","Cod",1.2359,2059.06
2016,"32F0","Cod",5.3122,8185.87
2012,"32F1","Cod",45.2811,81159.6188878
2013,"32F1","Cod",36.7673,69829.55
2014,"32F1","Cod",46.3791,77795.01
2015,"32F1","Cod",85.8099,125528.45
2016,"32F1","Cod",49.7399,104478.92
2012,"32F2","Cod",1.1392,4075.59
2013,"32F2","Cod",0.8326,2299.79
2014,"32F2","Cod",5.2078,11429.95
2015,"32F2","Cod",2.4912,4197.53
2016,"32F2","Cod",1.4538,2784.94
2013,"32F3","Cod",0.2133,1183.32
2014,"32F3","Cod",0.3747,763.15
2015,"32F3","Cod",0.0989,236.06
2016,"32F3","Cod",0.1468,338.17
2016,"33D6","Cod",0.0857,220.51
2015,"33D7","Cod",0.0046,6.38
2016,"33D7","Cod",0.1419,312.03
2012,"33D8","Cod",0.943,1950.09
2013,"33D8","Cod",1.2932,2936.69
2014,"33D8","Cod",1.3438,2944.74
2015,"33D8","Cod",1.1389,1992.38
2016,"33D8","Cod",1.0132,2082.17
2012,"33E3","Cod",0.3421,292.5
2013,"33E3","Cod",0.5278,943.93
2014,"33E3","Cod",0.0679,133.47
2016,"33E3","Cod",0.0356,45.65
2012,"33E4","Cod",1.9204,3975.99
2013,"33E4","Cod",0.1797,299.06
2014,"33E4","Cod",0.1341,520.1
2015,"33E4","Cod",0.1248,320.07
2016,"33E4","Cod",0.1041,140.8
2012,"33E5","Cod",3.1856,7081.73
2013,"33E5","Cod",0.0012,1.1
2014,"33E5","Cod",0.0384,49.5
2015,"33E5","Cod",0.0426,264.31
2016,"33E5","Cod",0.0093,34.6
2012,"33F1","Cod",53.7328,123570.9562959
2013,"33F1","Cod",21.1666,51470.22
2014,"33F1","Cod",23.8136,48249.42
2015,"33F1","Cod",67.7257,113015.26
2016,"33F1","Cod",40.3966,88153.35
2012,"33F2","Cod",12.6796,30424.18
2013,"33F2","Cod",1.8909,5127.2
2014,"33F2","Cod",5.2978,11313.58
2015,"33F2","Cod",12.1205,22308.52
2016,"33F2","Cod",1.2009,3231.27
2012,"33F3","Cod",0.7519,3062.21
2013,"33F3","Cod",2.543,9954.54
2014,"33F3","Cod",0.9958,3714.56
2015,"33F3","Cod",0.1068,264.93
2016,"33F3","Cod",0.8103,1957.28
2013,"33F4","Cod",0.1062,254.69
2015,"33F4","Cod",0.0328,46.64
2016,"33F4","Cod",0.1125,264.2
2012,"34D4","Cod",0.0284,46.93
2014,"34D5","Cod",0.0414,100.65
2015,"34D5","Cod",0.0084,12.76
2014,"34D6","Cod",0.0062,14.96
2015,"34D6","Cod",0.0561,81.05
2012,"34D7","Cod",0.1053,206.46
2013,"34D7","Cod",0.076,139.9
2014,"34D7","Cod",0.2532,489.3
2015,"34D7","Cod",0.4529,810.64
2016,"34D7","Cod",0.2502,576.54
2012,"34D8","Cod",0.0947,140.79
2013,"34D8","Cod",0.3039,531.61
2014,"34D8","Cod",0.1484,278.4
2015,"34D8","Cod",0.3552,826.15
2016,"34D8","Cod",0.3683,784.07
2013,"34D9","Cod",0.0468,70
2014,"34D9","Cod",0.0834,131.05
2015,"34D9","Cod",0.1526,290.23
2016,"34D9","Cod",0.1026,166.59
2013,"34E0","Cod",0.6247,1092.5
2014,"34E0","Cod",0.127,236.36
2015,"34E0","Cod",0.2288,338.25
2012,"34E4","Cod",0.3426,757.36
2013,"34E4","Cod",0.0245,63
2016,"34E4","Cod",0.0035,8.7
2012,"34E5","Cod",0.0363,72.04
2013,"34E5","Cod",0.005,5.43
2014,"34E5","Cod",0.0241,40.52
2015,"34E5","Cod",0.0033,8.32
2016,"34E5","Cod",0.0495,106.2
2012,"34F0","Cod",0.1496,276.55
2013,"34F0","Cod",0.0303,31.95
2014,"34F0","Cod",0.2653,530.45
2015,"34F0","Cod",1.0527,1398.31
2016,"34F0","Cod",1.19,2531.51
2012,"34F1","Cod",5.1604,11115.67
2013,"34F1","Cod",1.7677,4182.63
2014,"34F1","Cod",0.378,730.8
2015,"34F1","Cod",3.0103,5609.25
2016,"34F1","Cod",1.8827,3857.2
2012,"34F2","Cod",2.072,4682.24
2013,"34F2","Cod",8.4643,21016.63
2014,"34F2","Cod",4.2587,8929.76
2015,"34F2","Cod",3.8457,9015.34
2016,"34F2","Cod",1.995,4995.79
2012,"34F3","Cod",1.0886,2460.28
2013,"34F3","Cod",2.9525,9926.58
2014,"34F3","Cod",0.2465,474.35
2015,"34F3","Cod",0.2519,345.25
2016,"34F3","Cod",0.347,1044.61
2013,"34F4","Cod",0.4227,1056.28
2014,"34F4","Cod",0.0922,306.44
2015,"34F4","Cod",0.171,484.87
2016,"34F4","Cod",0.0254,70.14
2014,"35D5","Cod",0.0132,32.08
2015,"35D5","Cod",0.0042,6.38
2013,"35D7","Cod",0.1468,266.97
2014,"35D7","Cod",0.2507,538.7
2015,"35D7","Cod",0.3388,664.07
2016,"35D7","Cod",0.0144,26.94
2012,"35D8","Cod",0.1745,329.04
2013,"35D8","Cod",0.3077,661.43
2015,"35D8","Cod",0.1024,185.96
2016,"35D8","Cod",0.0302,55.22
2014,"35D9","Cod",0.1097,200.8
2014,"35E0","Cod",0.0184,37.98
2015,"35E0","Cod",0.0614,70.75
2016,"35E3","Cod",0.0222,40.7
2012,"35E4","Cod",0.0819,160
2013,"35E4","Cod",0.9077,2291.2
2014,"35E4","Cod",1.3345,3326.82
2015,"35E4","Cod",0.3066,776.32
2016,"35E4","Cod",1.1278,2163.01
2012,"35E5","Cod",0.1081,208.17
2013,"35E5","Cod",0.0031,7.83
2015,"35E5","Cod",0.0622,142.48
2012,"35E6","Cod",0.5649,930.52
2013,"35E6","Cod",0.5944,1097.79
2014,"35E6","Cod",0.3013,607.21
2015,"35E6","Cod",0.1671,373.43
2016,"35E6","Cod",0.0326,82.66
2012,"35F0","Cod",1.5031,2646.26
2013,"35F0","Cod",0.0035,15
2014,"35F0","Cod",4.3201,7873.99
2015,"35F0","Cod",8.1672,15303.46
2016,"35F0","Cod",0.7543,1559.4
2012,"35F1","Cod",0.1376,230.73
2013,"35F1","Cod",0.3519,855.56
2014,"35F1","Cod",0.1351,244.08
2015,"35F1","Cod",0.1417,252.08
2012,"35F2","Cod",0.8622,1537.32
2013,"35F2","Cod",1.0083,2309.21
2014,"35F2","Cod",0.8063,1402.82
2015,"35F2","Cod",0.1598,329.01
2016,"35F2","Cod",0.0105,24.48
2012,"35F3","Cod",0.6367,1592.13
2013,"35F3","Cod",0.1021,229.74
2014,"35F3","Cod",0.2402,358.4
2015,"35F3","Cod",0.094,229.05
2016,"35F3","Cod",0.2331,710.68
2012,"35F4","Cod",0.1793,557.58
2013,"35F4","Cod",0.1221,195.19
2016,"35F4","Cod",0.0427,133.93
2016,"36D6","Cod",0.0276,51.81
2015,"36D7","Cod",0.0482,103.62
2016,"36D7","Cod",0.0302,51.82
2012,"36D8","Cod",0.5366,1147.53
2013,"36D8","Cod",0.4728,951.25
2015,"36D8","Cod",0.5726,1225.33
2016,"36D8","Cod",0.1331,352.64
2012,"36E3","Cod",0.0959,197
2013,"36E3","Cod",0.2089,322.63
2014,"36E3","Cod",1.0662,1724.49
2015,"36E3","Cod",1.3321,2441.16
2016,"36E3","Cod",0.3144,404.63
2012,"36E4","Cod",47.9052,96516.99
2013,"36E4","Cod",51.695,121430.33
2014,"36E4","Cod",34.146,67446.6
2015,"36E4","Cod",21.0998,38700.75
2016,"36E4","Cod",11.3033,19068.74
2012,"36E5","Cod",0.4811,787.8
2013,"36E5","Cod",0.3085,735.47
2014,"36E5","Cod",0.0231,19.35
2015,"36E5","Cod",0.0015,2.25
2016,"36E5","Cod",0.0511,87
2012,"36E6","Cod",0.6488,1373.94
2013,"36E6","Cod",1.543,2921.17
2014,"36E6","Cod",4.4896,9105.08
2015,"36E6","Cod",1.7124,3245.2
2016,"36E6","Cod",0.769,1413.06
2012,"36E9","Cod",1.0365,1701.06
2013,"36E9","Cod",2.058,2721.94
2014,"36E9","Cod",0.5913,742.7
2015,"36E9","Cod",1.3427,2358.26
2016,"36E9","Cod",2.4823,4981.69
2012,"36F0","Cod",8.9853,17308.73
2013,"36F0","Cod",2.9031,5640.75
2014,"36F0","Cod",4.8619,8985.61
2015,"36F0","Cod",17.9274,32961.87
2016,"36F0","Cod",6.2839,11424.14
2012,"36F1","Cod",2.6518,4404.92
2013,"36F1","Cod",0.3304,744.07
2014,"36F1","Cod",0.2128,349.28
2015,"36F1","Cod",0.351,651.64
2016,"36F1","Cod",0.1297,288.59
2012,"36F2","Cod",1.915,4049.59
2013,"36F2","Cod",3.1254,6134.43
2014,"36F2","Cod",2.0771,3878.8
2015,"36F2","Cod",2.2695,3314.85
2016,"36F2","Cod",0.9855,1648.12
2012,"36F3","Cod",8.1951,21245.21
2013,"36F3","Cod",8.4332,20618.31
2014,"36F3","Cod",4.1691,10125.65
2015,"36F3","Cod",3.634,9032.4
2016,"36F3","Cod",1.998,5298.43
2012,"36F4","Cod",1.1742,2727.31
2013,"36F4","Cod",1.4066,2391.89
2014,"36F4","Cod",1.1677,1708.86
2015,"36F4","Cod",0.1702,339.59
2016,"36F4","Cod",0.2108,547.59
2012,"36F5","Cod",0.6569,1277.29
2013,"36F5","Cod",0.5637,995.4
2014,"36F5","Cod",0.5901,779.68
2015,"36F5","Cod",0.7847,1507.84
2016,"36F5","Cod",0.4593,1162.87
2012,"37D8","Cod",0.4498,1034.22
2013,"37D8","Cod",0.2763,619.89
2014,"37D8","Cod",0.1404,333.31
2015,"37D8","Cod",0.4368,796.49
2016,"37D8","Cod",0.0034,7.29
2012,"37D9","Cod",0.0685,135.17
2013,"37D9","Cod",0.0505,108.6
2015,"37D9","Cod",0.1369,248.17
2016,"37D9","Cod",0.0642,155.88
2014,"37E3","Cod",0.0776,154.79
2016,"37E3","Cod",0.0058,11
2012,"37E4","Cod",21.6875,41180.5
2013,"37E4","Cod",28.7726,49857.58
2014,"37E4","Cod",31.364,52838.19
2015,"37E4","Cod",19.1324,28894.73
2016,"37E4","Cod",17.5151,24659.14
2012,"37E5","Cod",17.4505,39201.87
2013,"37E5","Cod",16.6558,37070.47
2014,"37E5","Cod",1.3629,2254.97
2015,"37E5","Cod",1.6536,2794.29
2016,"37E5","Cod",1.4097,2031.53
2012,"37E6","Cod",5.6554,9663.37
2013,"37E6","Cod",1.6133,3125.09
2014,"37E6","Cod",2.4505,3642.91
2015,"37E6","Cod",1.9075,2847.09
2016,"37E6","Cod",1.8251,2861.1
2013,"37E7","Cod",0.0362,37.2
2012,"37E9","Cod",83.4721,139631.19
2013,"37E9","Cod",34.7638,55809.72
2014,"37E9","Cod",65.6177,98946.62
2015,"37E9","Cod",69.8245,111298.6
2016,"37E9","Cod",29.4932,56048.11
2012,"37F0","Cod",43.5117,81283.15
2013,"37F0","Cod",4.9127,8751.24
2014,"37F0","Cod",5.1975,8931.26
2015,"37F0","Cod",5.1423,8593.63
2016,"37F0","Cod",2.4086,4723.46
2012,"37F1","Cod",10.7581,19629.65
2013,"37F1","Cod",7.7901,14774.01
2014,"37F1","Cod",9.1831,17271.89
2015,"37F1","Cod",8.1828,13013.58
2016,"37F1","Cod",1.5332,2768.09
2012,"37F2","Cod",12.642,23600.02
2013,"37F2","Cod",27.1192,56968.26
2014,"37F2","Cod",15.4013,38845.27
2015,"37F2","Cod",13.0231,21805.68
2016,"37F2","Cod",12.4823,21734.51
2012,"37F3","Cod",9.6163,23475.15
2013,"37F3","Cod",6.2026,14308.94
2014,"37F3","Cod",5.6657,13445.51
2015,"37F3","Cod",4.0249,8615.87
2016,"37F3","Cod",3.2705,8399.96
2012,"37F4","Cod",6.7284,17215.22
2013,"37F4","Cod",4.3001,14632.98
2014,"37F4","Cod",1.7093,4046.76
