"Group.1","Group.2","Group.3","V1","V2"
2014,"51F1","Lemon Sole",0.5002,1507.52
2015,"51F1","Lemon Sole",1.1063,4237.56
2016,"51F1","Lemon Sole",0.5502,1658.15
2012,"51F2","Lemon Sole",0.1006,429.69
2014,"51F2","Lemon Sole",0.0615,235.06
2016,"51F2","Lemon Sole",0.0926,501.46
2016,"52E1","Lemon Sole",0.7749,2827.96
2014,"52E4","Lemon Sole",0.0516,105.73
2015,"52E4","Lemon Sole",0.0022,7.59
2016,"52E4","Lemon Sole",0.084,418.44
2012,"52E8","Lemon Sole",0.0074,9.74
2013,"52E8","Lemon Sole",0.0018,3.88
2015,"52E8","Lemon Sole",0.0035,8.84
2016,"52E8","Lemon Sole",0.0014,5.06
2012,"52E9","Lemon Sole",0.0614,100.99
2013,"52E9","Lemon Sole",0.0232,40.87
2014,"52E9","Lemon Sole",0.0302,68.49
2015,"52E9","Lemon Sole",0.0133,28.02
2016,"52E9","Lemon Sole",0.1074,672.54
2012,"52F0","Lemon Sole",0.059,136.17
2013,"52F0","Lemon Sole",0.1706,317.08
2014,"52F0","Lemon Sole",0.0395,92.65
2015,"52F0","Lemon Sole",0.0097,23.48
2016,"52F0","Lemon Sole",0.0432,153.31
2012,"52F1","Lemon Sole",0.0187,61.43
2013,"52F1","Lemon Sole",0.0263,41.96
2014,"52F1","Lemon Sole",0.0265,77.45
2015,"52F1","Lemon Sole",0.0062,29.75
2016,"52F1","Lemon Sole",0.0477,161.8
2016,"53E1","Lemon Sole",5.0846,14880.21
2015,"53E2","Lemon Sole",1e-04,0.28
2016,"53E2","Lemon Sole",1.1009,2770.68
2014,"53E4","Lemon Sole",0.0394,118.82
2015,"53E4","Lemon Sole",0.0374,265.01
2012,"53F0","Lemon Sole",0.0108,48.29
2013,"53F0","Lemon Sole",0.013,39.07
2014,"53F0","Lemon Sole",0.1775,286.34
2015,"53F0","Lemon Sole",0.0019,9.53
2016,"53F0","Lemon Sole",0.0037,11.94
2012,"53F1","Lemon Sole",0.0048,27.58
2013,"53F1","Lemon Sole",0.0033,7.32
2014,"53F1","Lemon Sole",2e-04,0.37
2016,"53F1","Lemon Sole",4e-04,0.89
2012,"UNK","Lemon Sole",0.0592,207.86
2013,"UNK","Lemon Sole",0.0082,12.21
2012,"26E8","Lemon Sole",0.1975,1081.58
2013,"26E8","Lemon Sole",0.0951,434.93
2014,"26E8","Lemon Sole",0.0442,130.57
2015,"27E8","Lemon Sole",0.0034,17.95
2015,"30D7","Lemon Sole",0.0016,1.66
2012,"35F5","Lemon Sole",0.0806,132.21
2013,"35F5","Lemon Sole",0.3396,927.2
2015,"35F5","Lemon Sole",0.1412,215.58
2012,"43D8","Lemon Sole",0.3318,421.33
2015,"44F7","Lemon Sole",0.0052,8.08
2013,"45F5","Lemon Sole",0.0355,78.34
2013,"46F4","Lemon Sole",7e-04,4.58
2015,"49F4","Lemon Sole",0.0018,0.72
2015,"52E2","Lemon Sole",0.0042,14.67
2015,"54E4","Lemon Sole",4e-04,1.33
2012,"25D9","Lemon Sole",0.0111,34.96
2014,"31D7","Lemon Sole",0.0023,4.2
2013,"32E1","Lemon Sole",0.1222,319.49
2012,"33D9","Lemon Sole",0.599,1844.47
2013,"39F8","Lemon Sole",0.1235,186.6
2012,"42D7","Lemon Sole",0.0259,17.56
2016,"19E6","Ling",0.0616,123.07
2015,"21E6","Ling",0.2129,0
2016,"21E6","Ling",0.1977,270.67
2013,"22E5","Ling",0.4531,640.37
2014,"22E5","Ling",0.2938,35.85
2015,"22E5","Ling",0.5644,0
2016,"22E5","Ling",0.5511,870.04
2012,"23E4","Ling",0.0912,153.42
2013,"23E4","Ling",1.1828,1998.26
2014,"23E4","Ling",1.8752,0
2015,"23E4","Ling",0.3389,102.42
2016,"23E4","Ling",0.6019,898.14
2012,"23E5","Ling",0.0684,114.82
2013,"23E5","Ling",0.1499,251.69
2014,"23E5","Ling",0.1761,0
2015,"23E5","Ling",1.008,450.64
2016,"23E5","Ling",0.6249,1069.33
2013,"24E1","Ling",0.1061,112.07
2014,"24E1","Ling",0.2007,263.06
2013,"24E2","Ling",0.4392,477.6
2014,"24E2","Ling",0.3316,396.43
2013,"24E3","Ling",0.3229,757.74
2014,"24E3","Ling",0.0564,0
2015,"24E3","Ling",0.4106,429.77
2016,"24E3","Ling",0.7187,848.66
2012,"24E4","Ling",2.3253,3194.77
2013,"24E4","Ling",0.6607,1005.97
2014,"24E4","Ling",1.6065,0
2015,"24E4","Ling",1.8835,180.12
2016,"24E4","Ling",0.6364,1000.2
2012,"24E5","Ling",0.0456,76.42
2013,"24E5","Ling",0.0718,109.73
2014,"24E5","Ling",0.1746,0
2016,"24E5","Ling",0.1092,201.94
2012,"25E0","Ling",0.5995,552.08
2013,"25E0","Ling",0.1926,219.29
2014,"25E0","Ling",1.1296,1578.97
2015,"25E0","Ling",1.5794,467.56
2016,"25E0","Ling",0.1546,166.32
2012,"25E1","Ling",0.0899,153.04
2013,"25E1","Ling",0.312,372.67
2014,"25E1","Ling",1.683,313.18
2015,"25E1","Ling",0.3782,198.26
2016,"25E1","Ling",0.5873,1096.97
2012,"25E2","Ling",0.6434,1140.61
2013,"25E2","Ling",0.5045,683.35
2014,"25E2","Ling",0.2297,59.28
2015,"25E2","Ling",0.4221,412.47
2016,"25E2","Ling",0.3007,586.22
2012,"25E3","Ling",1.6784,2716.04
2013,"25E3","Ling",3.5181,2612.36
2014,"25E3","Ling",4.313,351.58
2015,"25E3","Ling",1.1139,212.64
2016,"25E3","Ling",1.5102,1808.5
2012,"25E4","Ling",5.1348,9937.41
2013,"25E4","Ling",1.4793,2960.63
2014,"25E4","Ling",0.9027,0
2015,"25E4","Ling",1.0489,375.2
2016,"25E4","Ling",1.2247,2126.08
2013,"25E5","Ling",0.016,22.7
2015,"25E5","Ling",0.0144,17.15
2012,"26D8","Ling",0.2305,266.89
2015,"26D8","Ling",0.1487,198.63
2016,"26D8","Ling",0.1503,228.07
2012,"26D9","Ling",2.2103,4554.56
2013,"26D9","Ling",0.8935,1111.47
2014,"26D9","Ling",1.383,1340.18
2015,"26D9","Ling",2.0315,2660.34
2016,"26D9","Ling",2.0278,2887.94
2012,"26E0","Ling",0.2543,395.88
2013,"26E0","Ling",0.2803,352.75
2014,"26E0","Ling",0.646,680.52
2015,"26E0","Ling",0.4107,523.99
2016,"26E0","Ling",0.5036,619.27
2012,"26E1","Ling",0.179,269.16
2013,"26E1","Ling",0.2861,520.94
2014,"26E1","Ling",0.3404,68.58
2015,"26E1","Ling",0.2459,406.97
2016,"26E1","Ling",0.1557,212.42
2012,"26E2","Ling",2.2936,4437.61
2013,"26E2","Ling",1.9843,2854.89
2014,"26E2","Ling",1.9419,576
2015,"26E2","Ling",0.8794,493.77
2016,"26E2","Ling",1.0806,1399.58
2012,"26E3","Ling",5.5106,9388.01
2013,"26E3","Ling",8.0411,8062.62
2014,"26E3","Ling",12.3626,5574.6
2015,"26E3","Ling",7.5402,3027.74
2016,"26E3","Ling",3.6135,5356.2
2012,"26E4","Ling",1.4946,3124.07
2013,"26E4","Ling",4.5994,3921.02
2014,"26E4","Ling",4.9986,2087.41
2015,"26E4","Ling",3.7895,1127.57
2016,"26E4","Ling",2.4603,3442.02
2012,"26E5","Ling",0.0053,10.45
2013,"26E5","Ling",5e-04,0.13
2015,"26E5","Ling",0.0062,8.2
2016,"26E5","Ling",0.0011,2
2013,"26E6","Ling",0.0019,3.76
2014,"26E6","Ling",0.1126,110.16
2015,"26E6","Ling",0.0038,3.14
2012,"27D8","Ling",0.5834,764.35
2013,"27D8","Ling",0.5726,474.6
2014,"27D8","Ling",0.6143,728.97
2015,"27D8","Ling",0.5217,1571.18
2016,"27D8","Ling",0.2873,389.32
2012,"27D9","Ling",0.5515,948.39
2013,"27D9","Ling",0.7416,587.19
2014,"27D9","Ling",1.176,1292.61
2015,"27D9","Ling",0.9976,1307.07
2016,"27D9","Ling",0.2948,326.76
2012,"27E0","Ling",0.6124,984.33
2013,"27E0","Ling",0.5608,1014.34
2014,"27E0","Ling",1.8987,723.47
2015,"27E0","Ling",1.1002,584.02
2016,"27E0","Ling",0.7637,794.97
2012,"27E1","Ling",2.7301,3922.95
2013,"27E1","Ling",4.7462,7878.03
2014,"27E1","Ling",5.3602,3417.95
2015,"27E1","Ling",1.8561,1390.96
2016,"27E1","Ling",1.2675,1671.99
2012,"27E2","Ling",5.7221,7903.42
2013,"27E2","Ling",3.3837,4565.05
2014,"27E2","Ling",1.7471,1473.29
2015,"27E2","Ling",2.3017,2117.66
2016,"27E2","Ling",0.8026,1078.68
2012,"27E3","Ling",11.1663,16763.08
2013,"27E3","Ling",10.6613,14808.54
2014,"27E3","Ling",11.5333,10626.68
2015,"27E3","Ling",7.188,7189.98
2016,"27E3","Ling",4.7526,6985.27
2012,"27E4","Ling",16.206,23593.49
2013,"27E4","Ling",18.1203,24380.78
2014,"27E4","Ling",16.9275,15121.1
2015,"27E4","Ling",16.0206,16384.16
2016,"27E4","Ling",15.7598,18103.92
2012,"27E5","Ling",8.5821,14086.74
2013,"27E5","Ling",2.092,2245.59
2014,"27E5","Ling",17.3465,11156.8
2015,"27E5","Ling",2.594,1001.06
2016,"27E5","Ling",4.2464,6110.89
2012,"27E6","Ling",2.643,4951.22
2013,"27E6","Ling",4.6265,5652.39
2014,"27E6","Ling",3.5117,2974.15
2015,"27E6","Ling",0.5212,3.28
2016,"27E6","Ling",0.1516,228.47
2012,"27E7","Ling",0.0585,51.18
2013,"27E7","Ling",0.295,214.4
2014,"27E7","Ling",0.046,49.09
2015,"27E7","Ling",0.0108,12.98
2016,"27E7","Ling",0.0072,12.33
2012,"28D8","Ling",0.6097,898.01
2013,"28D8","Ling",0.3026,416.12
2014,"28D8","Ling",0.4761,618.99
2015,"28D8","Ling",1.5403,2134.64
2016,"28D8","Ling",1.4107,1365.06
2012,"28D9","Ling",14.0947,26591.03
2013,"28D9","Ling",2.1508,2608.33
2014,"28D9","Ling",1.4364,1895.41
2015,"28D9","Ling",1.6347,1603.18
2016,"28D9","Ling",1.1668,1419.06
2012,"28E0","Ling",3.0212,4651.73
2013,"28E0","Ling",1.848,2341.69
2014,"28E0","Ling",6.2448,6432.98
2015,"28E0","Ling",2.5927,2804.95
2016,"28E0","Ling",2.3465,2952.46
2012,"28E1","Ling",5.4199,8091.53
2013,"28E1","Ling",8.3087,12016.77
2014,"28E1","Ling",6.8309,6207.27
2015,"28E1","Ling",3.4873,4319.29
2016,"28E1","Ling",3.8412,5185.9
2012,"28E2","Ling",4.2097,4743.87
2013,"28E2","Ling",4.3585,6245.54
2014,"28E2","Ling",1.5183,1278.6
2015,"28E2","Ling",3.2205,3767.18
2016,"28E2","Ling",3.5699,3870.53
2012,"28E3","Ling",6.0852,8471.67
2013,"28E3","Ling",6.3766,8848.16
2014,"28E3","Ling",3.617,4515.8
2015,"28E3","Ling",3.8474,3986.61
2016,"28E3","Ling",3.9017,5563.03
2012,"28E4","Ling",34.738,53677.96
2013,"28E4","Ling",39.0404,46114.79
2014,"28E4","Ling",67.6976,70220.88
2015,"28E4","Ling",36.604,39746.64
2016,"28E4","Ling",32.6159,40758.66
2012,"28E5","Ling",19.5441,24149.77
2013,"28E5","Ling",33.6438,28669.39
2014,"28E5","Ling",32.482,24751.43
2015,"28E5","Ling",20.6788,17485.3
2016,"28E5","Ling",24.8538,27494.75
2012,"28E6","Ling",15.0662,18025.02
2013,"28E6","Ling",10.7014,8887.41
2014,"28E6","Ling",17.0083,11254.74
2015,"28E6","Ling",9.0431,8958.48
2016,"28E6","Ling",11.0506,10466.51
2012,"28E7","Ling",0.8347,897.12
2013,"28E7","Ling",1.4465,1577.52
2014,"28E7","Ling",0.7064,587.73
2015,"28E7","Ling",0.4012,402.04
2016,"28E7","Ling",0.4944,494.67
2012,"28E8","Ling",0.0013,1.62
2013,"28E8","Ling",0.0112,13.31
2013,"28E9","Ling",0.0022,3.06
2014,"28E9","Ling",0.0045,4.05
2015,"28E9","Ling",0.0165,31.43
2012,"28F0","Ling",0.0236,51.18
2012,"29D8","Ling",0.1547,246.3
2013,"29D8","Ling",0.2827,386.78
2014,"29D8","Ling",0.4146,403.97
2015,"29D8","Ling",0.2284,703.68
2016,"29D8","Ling",0.1163,158.85
2012,"29D9","Ling",1.8224,2832.83
2013,"29D9","Ling",3.4095,3795.82
2014,"29D9","Ling",3.2659,3503.27
2015,"29D9","Ling",3.9638,2566.69
2016,"29D9","Ling",2.2333,2569.84
2012,"29E0","Ling",9.2627,12034.52
2013,"29E0","Ling",6.0494,6464.42
2014,"29E0","Ling",7.7486,8348.12
2015,"29E0","Ling",2.8204,3236.98
2016,"29E0","Ling",5.0306,6217.18
2012,"29E1","Ling",12.4968,17027.16
2013,"29E1","Ling",7.402,9891.82
2014,"29E1","Ling",11.6535,13781.21
2015,"29E1","Ling",6.0185,7485.27
2016,"29E1","Ling",8.1815,12891.12
2012,"29E2","Ling",10.0273,11688.1
2013,"29E2","Ling",11.5178,17145.82
2014,"29E2","Ling",16.7793,19296.04
2015,"29E2","Ling",19.4732,22963.38
2016,"29E2","Ling",17.697,24357.05
2012,"29E3","Ling",33.2963,41075.04
2013,"29E3","Ling",19.4339,23127.44
2014,"29E3","Ling",37.0851,34167.78
2015,"29E3","Ling",4.8161,5985.01
2016,"29E3","Ling",16.7655,22287.01
2012,"29E4","Ling",20.3212,23185.31
2013,"29E4","Ling",18.178,19494.74
2014,"29E4","Ling",50.8812,39192.92
2015,"29E4","Ling",11.8071,13038.92
2016,"29E4","Ling",18.0958,21752.42
2012,"29E5","Ling",59.6124,69233.63
2013,"29E5","Ling",61.9946,78076.9
2014,"29E5","Ling",88.8357,88814.96
2015,"29E5","Ling",50.8104,62031.51
2016,"29E5","Ling",59.5657,69370.91
2012,"29E6","Ling",10.6128,10649.12
2013,"29E6","Ling",10.6475,12082.94
2014,"29E6","Ling",12.745,12223.47
2015,"29E6","Ling",9.3779,10298.84
2016,"29E6","Ling",6.9632,7634.08
2012,"29E7","Ling",0.9018,976.03
2013,"29E7","Ling",0.5839,575.31
2014,"29E7","Ling",1.6236,1428.67
2015,"29E7","Ling",0.4227,488.71
2016,"29E7","Ling",0.6065,677.86
2012,"29E8","Ling",0.0012,3
2013,"29E8","Ling",0.0028,5.03
2012,"29E9","Ling",0.0257,65.3
2013,"29E9","Ling",0.2943,273.77
2014,"29E9","Ling",0.04,25.68
2015,"29E9","Ling",0.0108,10.94
2016,"29E9","Ling",0.0126,17.74
2012,"29F0","Ling",0.038,110.56
2013,"29F0","Ling",0.0504,91.77
2014,"29F0","Ling",0.016,17.46
2015,"29F0","Ling",0.1022,153.5
2016,"29F0","Ling",0.0131,23.78
2015,"29F1","Ling",0.0137,5.16
2012,"30D8","Ling",10.6392,20094.56
2013,"30D8","Ling",1.9853,2600.53
2014,"30D8","Ling",2.1808,2933.62
2015,"30D8","Ling",1.2278,1601.42
2016,"30D8","Ling",1.294,1852.24
2012,"30D9","Ling",1.9277,2979.89
2013,"30D9","Ling",3.1941,4239.94
2014,"30D9","Ling",2.2144,2368.15
2015,"30D9","Ling",3.2912,3538.23
2016,"30D9","Ling",0.941,1219.97
2012,"30E0","Ling",4.4104,6120.44
2013,"30E0","Ling",2.8672,3846.79
2014,"30E0","Ling",4.0605,3680.92
2015,"30E0","Ling",2.0503,3327.34
2016,"30E0","Ling",4.1351,6126.98
2012,"30E1","Ling",8.3343,11937.79
2013,"30E1","Ling",7.5298,10448.44
2014,"30E1","Ling",3.2399,3748.09
2015,"30E1","Ling",1.8035,2529.85
2016,"30E1","Ling",3.7597,4494.29
2012,"30E2","Ling",8.3462,10862.05
2013,"30E2","Ling",31.9674,36822.55
2014,"30E2","Ling",11.1052,10914.98
2015,"30E2","Ling",2.6298,3318.85
2016,"30E2","Ling",2.4085,3155.58
2012,"30E3","Ling",16.9278,20076.77
2013,"30E3","Ling",20.5689,33049.3
2014,"30E3","Ling",11.274,15939.19
2015,"30E3","Ling",8.897,13123.2
2016,"30E3","Ling",9.3982,14512.82
2012,"30E4","Ling",10.6977,12526.92
2013,"30E4","Ling",7.9155,8775.48
2014,"30E4","Ling",19.1897,14432.17
2015,"30E4","Ling",3.2481,4266.1
2016,"30E4","Ling",4.4307,5383.05
2012,"30E5","Ling",0.1225,105.91
2013,"30E5","Ling",0.1071,98.57
2014,"30E5","Ling",0.0349,41.53
2015,"30E5","Ling",0.3703,458.46
2016,"30E5","Ling",0.7024,947.74
2012,"30E6","Ling",0.0091,7.45
2013,"30E6","Ling",0.0522,61.91
2014,"30E6","Ling",0.0328,51.46
2015,"30E6","Ling",0.076,71.22
2016,"30E6","Ling",0.0473,76.45
2012,"30E7","Ling",0.0705,104.97
2013,"30E7","Ling",0.082,117.83
2014,"30E7","Ling",0.0424,42.86
2015,"30E7","Ling",0.1183,183.01
2016,"30E7","Ling",0.069,80.79
2012,"30E8","Ling",0.0224,25.31
2013,"30E8","Ling",0.0254,30.1
2015,"30E8","Ling",0.0056,7.98
2016,"30E8","Ling",0.2328,296.01
2012,"30E9","Ling",0.0391,56.95
2013,"30E9","Ling",0.1753,265.32
2014,"30E9","Ling",0.0227,47.16
2015,"30E9","Ling",0.0336,63.35
2016,"30E9","Ling",0.2965,237.65
2012,"30F0","Ling",0.1228,197.71
2013,"30F0","Ling",0.0763,113.28
2014,"30F0","Ling",0.041,67.4
2015,"30F0","Ling",0.0522,96.56
2016,"30F0","Ling",0.0588,85.31
2012,"30F1","Ling",0.0117,11.59
2013,"30F1","Ling",0.005,5.76
2014,"30F1","Ling",0.0169,20
2015,"30F1","Ling",0.003,13.85
2012,"31D5","Ling",0.1802,167.97
2013,"31D5","Ling",0.2389,267.74
2014,"31D5","Ling",0.9647,1375.22
2016,"31D5","Ling",0.1642,240.34
2013,"31D6","Ling",0.03,38.25
2014,"31D6","Ling",0.0399,55.78
2016,"31D6","Ling",0.2469,382.48
2012,"31D8","Ling",2.6359,3058.7
2013,"31D8","Ling",1.9189,2023.68
2014,"31D8","Ling",2.0713,2422.36
2015,"31D8","Ling",3.4935,4715.47
2016,"31D8","Ling",2.329,2840.07
2012,"31D9","Ling",2.951,4798.37
2013,"31D9","Ling",4.1157,4882.67
2014,"31D9","Ling",1.542,1757.36
2015,"31D9","Ling",0.9325,1117.48
2016,"31D9","Ling",1.2539,1637.21
2012,"31E0","Ling",0.9844,1410.98
2013,"31E0","Ling",0.3473,465.81
2014,"31E0","Ling",0.5441,510.95
2015,"31E0","Ling",0.7897,1121.7
2016,"31E0","Ling",0.6634,989.41
2012,"31E1","Ling",1.526,1897.62
2013,"31E1","Ling",0.4725,540.44
2014,"31E1","Ling",0.4296,469.01
2015,"31E1","Ling",0.6513,874.2
2016,"31E1","Ling",0.3616,460.42
2012,"31E2","Ling",2.5888,4318.8
2013,"31E2","Ling",11.6803,13076.74
2014,"31E2","Ling",12.1793,10412.36
2015,"31E2","Ling",0.7099,863.75
2016,"31E2","Ling",2.6477,3306.96
2012,"31E3","Ling",4.7517,6426.4
2013,"31E3","Ling",2.5541,2586.34
2014,"31E3","Ling",3.1158,2980.43
2015,"31E3","Ling",2.1549,1627.78
2016,"31E3","Ling",4.1646,2931.13
2012,"31E4","Ling",1.7324,2954.22
2013,"31E4","Ling",1.4735,2879.99
2014,"31E4","Ling",1.3894,1996.23
2015,"31E4","Ling",0.4679,889.79
2016,"31E4","Ling",0.1937,327.79
2012,"31E5","Ling",0.6932,1101.302137609
2013,"31E5","Ling",0.497,521.52
2014,"31E5","Ling",1.3036,914.48
2015,"31E5","Ling",0.096,113.28
2016,"31E5","Ling",0.047,50.08
2012,"31E6","Ling",0.1234,283.18
2013,"31E6","Ling",0.0228,26.04
2014,"31E6","Ling",0.0042,5.37
2016,"31E6","Ling",6e-04,0.8
2012,"31F1","Ling",0.023,41.48
2013,"31F1","Ling",0.0166,15.82
2014,"31F1","Ling",0.0112,13.8
2015,"31F1","Ling",0.0037,7.5
2012,"32D5","Ling",2.1748,5102.89
2013,"32D5","Ling",1.7817,2313.49
2014,"32D5","Ling",1.6768,2279.2
2015,"32D5","Ling",2.1577,2442.42
2016,"32D5","Ling",1.8212,1309.31
2013,"32D6","Ling",0.2385,322.68
2014,"32D6","Ling",0.024,30.58
2015,"32D6","Ling",1.3,1413.95
2016,"32D6","Ling",0.2967,378.15
2014,"32D7","Ling",0.0375,31.27
2012,"32D8","Ling",3.5022,4505.01
2013,"32D8","Ling",4.0383,4589.02
2014,"32D8","Ling",8.2034,10013.09
2015,"32D8","Ling",2.877,3686.12
2016,"32D8","Ling",2.3156,2900.02
2012,"32D9","Ling",0.2502,256.07
2013,"32D9","Ling",0.6331,758.69
2014,"32D9","Ling",0.5233,609.15
2015,"32D9","Ling",0.0355,56.05
2016,"32D9","Ling",0.1713,205.14
2012,"32E2","Ling",0.4816,408.63
2013,"32E2","Ling",0.0301,34.51
2014,"32E2","Ling",0.3248,345.04
2015,"32E2","Ling",0.1547,295.88
2016,"32E2","Ling",0.0912,93.52
2012,"32E3","Ling",0.8747,711.47
2013,"32E3","Ling",0.6389,472.71
2014,"32E3","Ling",0.3751,347.62
2015,"32E3","Ling",0.8253,837.23
2016,"32E3","Ling",0.3396,263.78
2012,"32E4","Ling",1.0042,1491.22
2013,"32E4","Ling",0.3861,407.33
2014,"32E4","Ling",0.6615,753.37
2015,"32E4","Ling",0.2283,205.33
2016,"32E4","Ling",0.0713,57.43
2012,"32E5","Ling",0.115,265.33
2013,"32E5","Ling",0.0027,5.12
2014,"32E5","Ling",0.0019,2.49
2015,"32E5","Ling",0.0114,12
2016,"32E5","Ling",0.1402,132.37
2013,"32F1","Ling",0.0383,51.15
2015,"32F1","Ling",0.012,7.42
2016,"32F1","Ling",0.0058,7.25
2012,"32F2","Ling",0.0034,10.58
2016,"32F2","Ling",0.0027,4.5
2012,"33D5","Ling",9.2913,22003.44
2013,"33D5","Ling",1.7923,2739.45
2014,"33D5","Ling",4.5464,5449.11
2015,"33D5","Ling",5.2707,6073.87
2016,"33D5","Ling",0.6718,1022.97
2013,"33D6","Ling",0.4891,790.21
2014,"33D6","Ling",1.506,2077.31
2015,"33D6","Ling",3.7682,4049.52
2016,"33D6","Ling",1.0972,1459.79
2012,"33D7","Ling",0.0717,47.85
2013,"33D7","Ling",0.0899,94.06
2014,"33D7","Ling",2.1923,2858.25
2015,"33D7","Ling",1.2009,1658.09
2016,"33D7","Ling",0.7253,879.89
2012,"33D8","Ling",1.7761,2465.06
2013,"33D8","Ling",2.297,2858.42
2014,"33D8","Ling",2.4796,2830.6
2015,"33D8","Ling",4.1254,5140.12
2016,"33D8","Ling",2.8079,3389.75
2013,"33E3","Ling",0.0798,44.04
2014,"33E3","Ling",0.0593,84.87
2016,"33E3","Ling",0.1135,90.14
2012,"33E4","Ling",0.0904,103.98
2013,"33E4","Ling",0.018,13.9
2014,"33E4","Ling",0.0506,94.37
2016,"33E4","Ling",0.0433,19
2012,"33E5","Ling",0.0667,91.69
2012,"33F1","Ling",0.0171,27.79
2013,"33F1","Ling",0.0079,12.75
2014,"33F1","Ling",0.0103,9.77
2015,"33F1","Ling",9e-04,0.6
2016,"33F1","Ling",0.0027,2.4
2013,"33F2","Ling",0.0015,2.4
2014,"33F2","Ling",0.0055,7.62
2015,"33F2","Ling",0.0014,2.36
2013,"33F3","Ling",5e-04,0.15
2014,"33F3","Ling",0.0051,12.2
2012,"34D4","Ling",0.0552,36.91
2012,"34D5","Ling",5.223,8498.47
2013,"34D5","Ling",6.7268,9069.24
2014,"34D5","Ling",2.9814,3285.22
2015,"34D5","Ling",5.531,5930.24
2016,"34D5","Ling",5.477,7760.99
2012,"34D6","Ling",0.4653,768.05
2013,"34D6","Ling",3.1118,4266.17
2014,"34D6","Ling",6.086,8249.38
2015,"34D6","Ling",11.0809,13289.38
2016,"34D6","Ling",6.1115,8767.14
2012,"34D7","Ling",0.9004,1519.8
2013,"34D7","Ling",0.2646,252.23
2014,"34D7","Ling",4.6658,5693.77
2015,"34D7","Ling",6.1489,7444.41
2016,"34D7","Ling",3.2381,4072.93
2012,"34D8","Ling",0.8902,1108.59
2013,"34D8","Ling",0.2257,258.21
2014,"34D8","Ling",0.2939,325.46
2015,"34D8","Ling",0.3831,429.38
2016,"34D8","Ling",0.9313,1143.74
2012,"34D9","Ling",0.2433,235.58
2013,"34D9","Ling",0.0171,26.25
2014,"34D9","Ling",0.1891,189.03
2015,"34D9","Ling",0.1165,127.07
2016,"34D9","Ling",0.1118,154.37
2013,"34E0","Ling",0.1254,210
2014,"34E0","Ling",1.0591,888.4
2015,"34E0","Ling",0.9107,923.5
2016,"34E0","Ling",0.0935,109.14
2013,"34E3","Ling",0.0057,5
2012,"34E4","Ling",0.0723,51.44
2016,"34E4","Ling",0.4421,646.67
2013,"34E5","Ling",0.0028,1.25
2016,"34E5","Ling",0.028,24.6
2012,"34F1","Ling",0.0028,5
2012,"34F2","Ling",0.0035,4.67
2013,"34F2","Ling",0.0034,4.57
2014,"34F2","Ling",0.0072,7.13
2015,"34F2","Ling",0.0014,2.36
2012,"34F3","Ling",0.0035,7.46
2013,"34F3","Ling",1e-04,0.15
2015,"34F3","Ling",6e-04,1.18
2012,"35D5","Ling",62.3026,99126.18
2013,"35D5","Ling",13.6654,20804.87
2014,"35D5","Ling",0.675,1014.43
2015,"35D5","Ling",6.0053,9431.28
2016,"35D5","Ling",7.9129,10040.58
2012,"35D6","Ling",3.9441,3796.88
2013,"35D6","Ling",0.2094,162.19
2014,"35D6","Ling",1.2216,1288.02
2015,"35D6","Ling",2.9867,3281.9
2016,"35D6","Ling",1.0213,1296.02
2012,"35D7","Ling",4.8845,8190.75
2013,"35D7","Ling",5.9944,8418.83
2014,"35D7","Ling",9.7566,12173.2
2015,"35D7","Ling",9.1567,11001.27
2016,"35D7","Ling",6.2091,7631.01
2012,"35D8","Ling",0.7487,1488.54
2013,"35D8","Ling",0.4564,544.45
2014,"35D8","Ling",0.1123,115.1
2015,"35D8","Ling",0.6062,678.14
2016,"35D8","Ling",0.384,547.27
2013,"35D9","Ling",0.0057,8.75
2014,"35D9","Ling",0.1021,101.03
2015,"35D9","Ling",0.1946,260.92
2014,"35E0","Ling",0.0052,8.55
2015,"35E0","Ling",0.2197,266.4
2016,"35E0","Ling",0.0684,89.78
2012,"35E4","Ling",0.0047,4.06
2013,"35E4","Ling",0.041,36
2014,"35E4","Ling",0.0403,41.58
2015,"35E4","Ling",0.0923,64.8
2016,"35E4","Ling",0.0813,56.62
2015,"35E5","Ling",0.0016,3.34
2012,"35E6","Ling",0.0259,1.87
2013,"35E6","Ling",0.0276,0.02
2012,"35F0","Ling",0.0025,2.86
2012,"35F1","Ling",0.0034,6
2013,"35F1","Ling",9e-04,1.1
2014,"35F1","Ling",5e-04,0.45
2012,"35F2","Ling",0.0221,37.21
2013,"35F2","Ling",0.005,6.34
2014,"35F2","Ling",0.0061,2.64
2012,"35F3","Ling",0.0078,8.37
2014,"35F3","Ling",7e-04,0.8
2016,"35F3","Ling",0.0013,1.14
2012,"35F4","Ling",7e-04,1
2012,"36D5","Ling",0.2552,184.35
2013,"36D5","Ling",18.1527,29774.32
2016,"36D5","Ling",0.8286,1334.43
2012,"36D6","Ling",62.2151,109317.91
2013,"36D6","Ling",69.5232,89676.88
2014,"36D6","Ling",0.3729,0
2015,"36D6","Ling",71.0989,133520.86
2016,"36D6","Ling",19.3815,22901.52
2012,"36D7","Ling",102.2121,169048.89
2013,"36D7","Ling",39.4612,60348.76
2014,"36D7","Ling",8.5153,8567.12
2015,"36D7","Ling",57.6913,90129.16
2016,"36D7","Ling",107.2889,132851.49
2012,"36D8","Ling",3.0342,5896.91
2013,"36D8","Ling",4.5783,12155.31
